,km,year,test_cost,price,num_of_hand,Engine_Size,electric,disel,gasoline,automatic,manual,private,leasing,rent,else,Manufacturer
0,4400,2021,1811,110000,2,1998.0,0,0,1,1,0,1,0,0,0,17
1,75000,2019,1102,60000,1,1248.0,0,0,1,1,0,1,0,0,0,35
2,46000,2021,4731,243000,1,1995.0,0,0,1,1,0,1,0,0,0,7
3,16000,2021,1529,97000,3,998.0,0,0,1,1,0,0,1,0,0,35
4,33000,2020,4731,347000,1,1991.0,1,0,1,1,0,1,0,0,0,0
5,29000,2022,4731,315000,2,2755.0,0,1,0,1,0,1,0,0,0,12
6,110000,2017,1353,60000,1,1591.0,0,0,1,1,0,1,0,0,0,13
7,25,2023,2417,169990,1,1499.0,0,1,0,1,0,0,1,0,0,31
8,115000,2019,2019,107000,1,1999.0,0,0,1,1,0,1,0,0,0,13
9,149000,2019,1604,85000,1,1580.0,0,0,1,1,0,1,0,0,0,35
10,155000,2017,1353,55000,1,1591.0,0,0,1,1,0,1,0,0,0,13
11,160000,2017,1353,54000,1,1591.0,0,0,1,1,0,1,0,0,0,13
12,118000,2017,1353,59000,1,1591.0,0,0,1,1,0,1,0,0,0,13
13,31620,2020,1235,77900,1,1248.0,0,0,1,1,0,1,0,0,0,35
14,108000,2015,985,42000,2,1248.0,0,0,1,1,0,0,0,1,0,35
15,505,2023,1811,162000,1,1580.0,0,0,1,1,0,1,0,0,0,13
16,505,2023,1811,162000,1,1580.0,0,0,1,1,0,1,0,0,0,13
17,505,2023,1811,162000,1,1580.0,0,0,1,1,0,1,0,0,0,13
18,505,2023,1811,162000,1,1580.0,0,0,1,1,0,1,0,0,0,13
19,505,2023,1811,162000,1,1580.0,0,0,1,1,0,1,0,0,0,13
22,124000,2017,1693,81000,1,2494.0,0,0,1,1,0,1,0,0,0,12
23,59039,2020,2130,117900,1,1199.0,0,0,1,1,0,1,0,0,0,31
24,130000,2016,1424,72900,1,1591.0,0,0,1,1,0,1,0,0,0,35
25,505,2023,2417,222000,1,1498.0,0,0,1,1,0,1,0,0,0,34
26,505,2023,2417,222000,1,1498.0,0,0,1,1,0,1,0,0,0,34
27,5000,2022,2417,145000,2,2488.0,0,0,1,1,0,1,0,0,0,17
28,79852,2020,1604,103990,1,1580.0,0,0,1,1,0,0,1,0,0,13
29,5763,2021,4731,382000,1,1991.0,1,0,1,1,0,0,0,0,1,0
30,51924,2020,2417,133900,1,1199.0,0,0,1,1,0,1,0,0,0,31
31,110000,2016,1693,72500,2,1197.0,0,0,1,1,0,1,0,0,0,21
32,95000,2016,1693,92000,3,1999.0,0,0,1,1,0,1,0,0,0,13
33,26000,2022,2417,173000,2,1999.0,0,0,1,1,0,0,1,0,0,13
34,4900,2020,1811,109900,1,998.0,0,0,1,1,0,1,0,0,0,35
35,17041,2020,1235,83900,1,1248.0,0,0,1,1,0,1,0,0,0,35
36,165000,2016,1424,59900,1,1600.0,0,0,1,1,0,1,0,0,0,23
37,43651,2020,2417,130900,1,1199.0,0,0,1,1,0,1,0,0,0,31
38,25821,2020,1811,114900,1,1998.0,0,0,1,1,0,1,0,0,0,19
39,15441,2021,1811,109900,1,1598.0,0,0,1,1,0,1,0,0,0,13
40,32000,2020,1529,100900,1,999.0,0,0,1,1,0,1,0,0,0,25
41,19266,2020,1811,121900,1,1999.0,0,0,1,1,0,1,0,0,0,35
42,18590,2020,1811,125900,1,1999.0,0,0,1,1,0,1,0,0,0,35
43,13359,2020,2417,139900,1,1199.0,0,0,1,1,0,1,0,0,0,31
44,58000,2016,1584,92000,2,1999.0,0,0,1,1,0,1,0,0,0,13
45,16343,2021,1811,130900,1,1999.0,0,0,1,1,0,1,0,0,0,35
46,505,2023,2417,260000,1,1984.0,0,0,1,1,0,1,0,0,0,27
47,505,2023,3366,288000,1,2393.0,0,1,0,1,0,0,1,0,0,12
48,505,2023,3366,288000,1,2393.0,0,1,0,1,0,0,1,0,0,12
49,3000,2022,2417,193000,1,2488.0,0,0,1,1,0,1,0,0,0,17
50,79000,2019,1835,110000,1,1499.0,0,1,0,1,0,1,0,0,0,31
51,59500,2014,1693,72000,1,1998.0,0,0,1,1,0,1,0,0,0,35
52,86000,2012,880,36000,2,1248.0,0,0,1,1,0,1,0,0,0,35
53,57839,2020,1811,79900,1,1199.0,0,0,1,1,0,1,0,0,0,31
54,165000,2019,1102,53000,1,1248.0,0,0,1,1,0,1,0,0,0,35
55,30000,2020,2417,142000,2,1591.0,0,0,1,1,0,0,1,0,0,13
56,17000,2022,2130,172000,2,1598.0,0,0,1,1,0,0,1,0,0,35
57,69000,2020,1811,94900,1,1591.0,0,0,1,1,0,1,0,0,0,13
58,28257,2020,1835,129900,1,1999.0,0,0,1,1,0,1,0,0,0,35
59,505,2023,3366,282000,1,1984.0,0,0,1,1,0,0,1,0,0,34
60,20000,2022,3366,356000,1,2487.0,0,0,1,1,0,1,0,0,0,12
61,115000,2019,1353,78900,1,998.0,0,0,1,1,0,1,0,0,0,35
62,69000,2015,1584,51000,3,1798.0,0,0,1,1,0,1,0,0,0,27
63,32985,2020,1811,114900,1,1591.0,0,0,1,1,0,1,0,0,0,13
64,92000,2017,1353,64000,1,1591.0,0,0,1,1,0,1,0,0,0,13
65,35000,2020,1102,75900,2,1248.0,0,0,1,1,0,1,0,0,0,35
66,34644,2020,1529,103900,1,998.0,0,0,1,1,0,1,0,0,0,35
67,46800,2020,1835,119900,1,1598.0,0,1,0,1,0,1,0,0,0,35
68,27300,2020,1811,125900,1,1999.0,0,0,1,1,0,1,0,0,0,35
69,16009,2020,1235,82900,1,1399.0,0,0,1,1,0,1,0,0,0,37
70,118000,2018,1604,77900,2,1998.0,0,0,1,1,0,0,1,0,0,17
71,90000,2017,1584,112000,2,1798.0,0,0,1,1,0,1,0,0,0,12
72,58275,2021,2130,127900,1,1998.0,0,0,1,1,0,1,0,0,0,19
73,11000,2022,3366,209900,1,2497.0,0,0,1,1,0,1,0,0,0,35
74,505,2023,2130,200000,1,1580.0,0,0,1,1,0,1,0,0,0,13
75,505,2023,2417,263000,1,2487.0,0,0,1,1,0,1,0,0,0,12
76,505,2023,3366,293000,1,1898.0,0,1,0,1,0,0,1,0,0,4
77,110000,2015,985,32000,2,1242.0,0,0,1,1,0,1,0,0,0,24
78,245000,2012,1074,26000,2,1396.0,0,0,1,1,0,1,0,0,0,13
79,175000,2017,1353,53000,1,1591.0,0,0,1,1,0,1,0,0,0,13
80,55839,2020,2130,116900,1,1598.0,0,1,0,1,0,1,0,0,0,35
81,145000,2016,1693,83000,1,1999.0,0,0,1,1,0,1,0,0,0,13
82,14000,2021,1235,78900,1,1197.0,0,0,1,1,0,1,0,0,0,35
83,505,2023,2417,235000,1,2488.0,0,0,1,1,0,1,0,0,0,19
84,14000,2021,3366,222000,3,1332.0,0,0,1,1,0,1,0,0,0,0
85,505,2023,2417,260000,1,1984.0,0,0,1,1,0,1,0,0,0,27
86,10095,2020,1235,80900,1,1248.0,0,0,1,1,0,1,0,0,0,35
87,505,2023,2417,215000,1,1798.0,0,0,1,1,0,1,0,0,0,12
88,505,2023,4731,405000,1,2755.0,0,1,0,1,0,1,0,0,0,12
89,505,2023,4731,405000,1,2755.0,0,1,0,1,0,1,0,0,0,12
90,105000,2018,1835,95900,2,1999.0,0,0,1,1,0,1,0,0,0,35
92,48900,2018,1604,85000,1,1586.0,0,0,1,1,0,0,1,0,0,24
93,149000,2015,1424,34900,2,1600.0,0,0,1,1,0,0,1,0,0,23
94,46000,2020,1353,84900,1,1199.0,0,0,1,1,0,1,0,0,0,26
95,5950,2022,2130,151000,1,1332.0,0,0,1,1,0,1,0,0,0,36
96,31430,2020,2019,135900,1,1498.0,0,0,1,1,0,1,0,0,0,27
97,1,2023,2417,187900,1,1998.0,0,0,1,1,0,0,0,0,1,17
98,76000,2020,1604,94000,1,1591.0,0,0,1,1,0,0,1,0,0,13
99,34113,2020,2417,149900,1,1499.0,0,1,0,1,0,1,0,0,0,31
100,1,2019,1604,75000,1,1498.0,0,0,1,1,0,0,1,0,0,27
101,44100,2020,1811,122900,1,1999.0,0,0,1,1,0,1,0,0,0,35
102,78880,2019,2019,126000,1,1498.0,0,0,1,1,0,0,1,0,0,27
103,42000,2020,2417,135900,1,1598.0,0,0,1,1,0,0,1,0,0,31
104,92456,2018,1102,40900,1,1198.0,0,0,1,0,1,1,0,0,0,21
105,105000,2021,1811,119000,1,999.0,0,0,1,1,0,1,0,0,0,27
106,505,2023,2130,187000,1,1798.0,0,0,1,1,0,1,0,0,0,12
107,45000,2020,3366,214000,1,2487.0,0,0,1,1,0,1,0,0,0,12
108,142000,2015,1205,42900,2,1368.0,0,0,1,1,0,0,1,0,0,13
109,40000,2020,1235,69990,1,1193.0,0,0,1,1,0,0,1,0,0,19
110,61000,2020,1235,67000,1,1193.0,0,0,1,1,0,0,1,0,0,19
111,110000,2019,2019,125990,1,1498.0,0,0,1,1,0,0,1,0,0,27
112,44350,2020,1235,79900,1,1248.0,0,0,1,1,0,1,0,0,0,35
113,70000,2018,1102,60000,1,1248.0,0,0,1,1,0,1,0,0,0,35
114,125000,2018,1604,48000,1,1591.0,0,0,1,1,0,1,0,0,0,35
115,129000,2019,1102,65000,1,999.0,0,0,1,1,0,1,0,0,0,25
116,32000,2020,2563,252900,1,1998.0,1,0,1,1,0,1,0,0,0,6
117,50000,2021,2417,192000,3,1999.0,0,0,1,1,0,0,1,0,0,13
118,73000,2018,2019,105000,1,1998.0,0,0,1,1,0,0,1,0,0,17
119,54000,2021,1235,83000,1,1248.0,0,0,1,1,0,0,1,0,0,35
120,505,2023,1529,141500,1,999.0,0,0,1,1,0,1,0,0,0,27
121,22000,2022,4731,285000,2,1332.0,0,0,1,1,0,1,0,0,0,20
122,71000,2018,2563,153000,2,1595.0,0,0,1,1,0,0,1,0,0,20
123,21000,2021,3366,285000,1,1332.0,1,0,1,1,0,1,0,0,0,0
124,505,2023,3366,295000,1,1332.0,0,0,1,1,0,1,0,0,0,20
125,505,2023,4731,425000,1,2755.0,0,1,0,1,0,1,0,0,0,12
126,14527,2022,3366,396000,1,1995.0,0,0,1,1,0,1,0,0,0,7
127,35904,2020,1529,102900,1,998.0,0,0,1,1,0,1,0,0,0,35
128,159000,2017,1205,49900,1,1368.0,0,0,1,1,0,1,0,0,0,13
129,27000,2020,1235,78900,1,1248.0,0,0,1,1,0,1,0,0,0,35
130,115000,2020,2130,92000,1,1395.0,0,0,1,1,0,1,0,0,0,28
131,56713,2020,1835,111900,1,1461.0,0,1,0,1,0,1,0,0,0,36
132,58000,2019,1102,69900,1,998.0,0,0,1,1,0,1,0,0,0,13
133,18100,2020,1235,64900,1,1197.0,0,0,1,1,0,1,0,0,0,13
134,505,2023,3366,292000,1,1984.0,0,0,1,1,0,0,1,0,0,34
135,56000,2019,1353,80000,2,1598.0,0,0,1,1,0,0,1,0,0,21
136,39395,2020,1811,116900,1,1591.0,0,0,1,1,0,1,0,0,0,13
137,54500,2021,2130,130900,1,1580.0,0,0,1,1,0,1,0,0,0,35
138,78000,2020,1604,86900,1,1353.0,0,0,1,1,0,1,0,0,0,35
139,41647,2021,2417,164900,1,1598.0,0,0,1,1,0,1,0,0,0,13
140,32266,2021,2130,129900,2,1580.0,0,0,1,1,0,1,0,0,0,35
141,59415,2018,1102,72900,1,1248.0,0,0,1,1,0,1,0,0,0,35
142,505,2023,1811,129900,1,1490.0,0,0,1,1,0,1,0,0,0,12
143,61974,2017,1584,104900,1,1999.0,0,0,1,1,0,1,0,0,0,13
144,29000,2020,2130,119000,1,1998.0,0,0,1,1,0,1,0,0,0,17
145,44254,2021,2130,136900,1,1998.0,0,0,1,1,0,1,0,0,0,17
146,33000,2021,1811,109900,1,1353.0,0,0,1,1,0,1,0,0,0,35
147,10000,2022,2417,182000,1,1395.0,1,0,1,1,0,1,0,0,0,27
148,170000,2017,1424,77900,2,1580.0,0,0,1,1,0,0,1,0,0,35
149,142000,2016,1424,54900,2,1591.0,0,0,1,1,0,1,0,0,0,13
150,94512,2020,1353,67990,1,999.0,0,0,1,1,0,0,1,0,0,27
151,58000,2018,1102,37000,2,898.0,0,0,1,1,0,1,0,0,0,8
152,24000,2020,2130,114000,2,1998.0,0,0,1,1,0,1,0,0,0,17
153,33330,2020,2130,129900,1,1999.0,0,0,1,1,0,1,0,0,0,35
154,78361,2020,1811,99900,1,998.0,0,0,1,1,0,1,0,0,0,24
155,42125,2020,1835,122900,1,1332.0,0,0,1,1,0,1,0,0,0,21
156,45081,2020,2130,126900,1,1999.0,0,0,1,1,0,1,0,0,0,35
157,40000,2019,1835,116900,1,1999.0,0,0,1,1,0,1,0,0,0,13
158,30136,2020,1835,129900,1,1999.0,0,0,1,1,0,1,0,0,0,35
159,1,2023,2417,187900,1,1998.0,0,0,1,1,0,0,0,0,1,17
160,67088,2020,2417,122900,1,1591.0,0,0,1,1,0,1,0,0,0,35
161,54000,2015,1424,60000,2,1496.0,0,0,1,1,0,1,0,0,0,17
162,29000,2021,1235,78000,1,1242.0,0,0,1,1,0,1,0,0,0,24
163,141000,2016,1962,113000,2,2359.0,0,0,1,1,0,1,0,0,0,13
164,41207,2021,1811,127900,1,1999.0,0,0,1,1,0,1,0,0,0,35
165,47634,2020,1529,94900,2,998.0,0,0,1,1,0,1,0,0,0,35
166,18,2023,2417,210000,1,1498.0,0,0,1,1,0,0,1,0,0,27
167,160000,2015,1424,62900,2,1598.0,0,0,1,1,0,0,1,0,0,12
168,93391,2017,1424,82900,1,1591.0,0,0,1,1,0,1,0,0,0,35
169,63000,2017,1102,60000,2,1248.0,0,0,1,1,0,1,0,0,0,35
170,39621,2021,2130,119900,2,1598.0,0,1,0,1,0,1,0,0,0,35
171,40000,2018,2563,138000,1,2488.0,0,0,1,1,0,1,0,0,0,17
172,85100,2014,1424,64900,2,1598.0,0,0,1,1,0,1,0,0,0,12
173,94000,2018,2019,124000,1,1598.0,0,1,0,1,0,1,0,0,0,21
174,65000,2019,1102,59500,1,1248.0,0,0,1,1,0,0,1,0,0,13
175,125000,2019,1102,60000,1,1242.0,0,0,1,1,0,1,0,0,0,24
176,43079,2021,2130,125900,1,1591.0,0,0,1,1,0,1,0,0,0,35
177,76000,2020,1529,98900,1,998.0,0,0,1,1,0,1,0,0,0,35
178,60000,2020,2417,139900,1,1499.0,0,1,0,1,0,1,0,0,0,31
179,74293,2020,2019,129900,1,1199.0,0,0,1,1,0,1,0,0,0,31
180,170000,2015,1424,51000,2,1496.0,0,0,1,1,0,0,1,0,0,17
181,38000,2021,3366,208000,1,2487.0,0,0,1,1,0,1,0,0,0,12
182,155000,2017,3357,172000,2,2143.0,0,1,0,1,0,1,0,0,0,20
183,505,2023,1811,167000,1,1490.0,0,0,1,1,0,1,0,0,0,12
184,98000,2019,1604,105000,1,1580.0,0,0,1,1,0,1,0,0,0,35
185,17309,2021,1811,130900,1,1999.0,0,0,1,1,0,1,0,0,0,35
186,21753,2020,2417,144900,1,1591.0,0,0,1,1,0,1,0,0,0,13
187,25200,2021,3366,255000,1,1332.0,0,0,1,1,0,1,0,0,0,20
188,62000,2017,1102,62000,1,1248.0,0,0,1,1,0,1,0,0,0,35
189,150000,2015,1584,62900,2,1998.0,0,0,1,1,0,1,0,0,0,17
190,97300,2020,3366,169900,1,1968.0,0,1,0,1,0,1,0,0,0,27
191,28000,2022,1811,124900,2,999.0,0,0,1,1,0,1,0,0,0,27
192,53592,2017,2019,112900,1,1998.0,0,0,1,1,0,1,0,0,0,19
193,56567,2020,2563,204900,1,1984.0,0,0,1,1,0,1,0,0,0,27
194,83000,2018,1102,71900,1,1248.0,0,0,1,1,0,1,0,0,0,35
195,43000,2021,3366,229000,1,2487.0,0,0,1,1,0,1,0,0,0,12
196,44000,2019,2563,159500,1,1595.0,0,0,1,1,0,1,0,0,0,20
197,84000,2014,1693,71900,1,1998.0,0,0,1,1,0,1,0,0,0,35
198,117070,2016,1424,73900,2,1591.0,0,0,1,1,0,1,0,0,0,35
199,72000,2018,1604,75000,2,1591.0,0,0,1,1,0,1,0,0,0,35
201,80311,2018,1835,106900,1,1999.0,0,0,1,1,0,1,0,0,0,35
202,63422,2020,1529,88900,1,1591.0,0,0,1,1,0,0,1,0,0,13
203,900,2023,1529,98000,1,1368.0,0,0,1,1,0,1,0,0,0,35
204,90000,2018,1102,68000,1,999.0,0,0,1,1,0,0,1,0,0,25
205,41000,2021,2417,145900,1,1749.0,0,1,0,1,0,1,0,0,0,21
206,11000,2022,2417,189900,1,2498.0,0,0,1,1,0,1,0,0,0,23
207,222000,2012,1427,49900,1,1998.0,0,0,1,1,0,1,0,0,0,17
208,42000,2018,1102,69000,2,1248.0,0,0,1,1,0,1,0,0,0,35
209,63514,2018,2563,139900,1,1984.0,0,0,1,1,0,1,0,0,0,27
210,28000,2021,3366,213000,2,1998.0,0,0,1,1,0,1,0,0,0,6
211,79000,2019,2019,129000,1,1999.0,0,0,1,1,0,1,0,0,0,13
212,89900,2016,1584,79900,2,1999.0,0,0,1,1,0,0,1,0,0,13
213,48000,2020,1604,91900,1,1591.0,0,0,1,1,0,0,1,0,0,13
214,98000,2013,1693,37500,2,1368.0,0,0,1,1,0,1,0,0,0,5
215,85000,2016,1584,55900,2,1197.0,0,0,1,1,0,1,0,0,0,36
216,130500,2017,1424,84900,2,1591.0,0,0,1,1,0,1,0,0,0,13
217,5000,2022,1235,83500,2,998.0,0,0,1,1,0,0,1,0,0,12
218,6000,2022,1811,135000,1,1199.0,0,0,1,1,0,1,0,0,0,31
219,115000,2017,2019,100900,1,1598.0,0,1,0,1,0,1,0,0,0,21
220,117000,2014,1584,66000,1,1998.0,0,0,1,1,0,1,0,0,0,35
221,62030,2020,2019,127900,1,1591.0,0,0,1,1,0,1,0,0,0,35
222,47711,2015,985,39900,2,998.0,0,0,1,0,1,1,0,0,0,13
223,48000,2020,2130,127900,1,1798.0,0,0,1,1,0,1,0,0,0,12
224,35089,2021,1235,84900,2,998.0,0,0,1,1,0,1,0,0,0,13
225,47000,2020,1811,122000,1,1798.0,0,0,1,1,0,1,0,0,0,12
226,135000,2017,1693,52000,1,1362.0,0,0,1,1,0,1,0,0,0,37
227,44000,2018,1102,64900,2,1248.0,0,0,1,1,0,1,0,0,0,35
228,45000,2018,1604,59900,2,1399.0,0,0,1,1,0,1,0,0,0,37
229,47000,2019,2019,110000,1,1199.0,0,0,1,1,0,0,1,0,0,31
230,4000,2022,1529,96900,2,998.0,0,0,1,1,0,1,0,0,0,13
231,44038,2020,2130,122900,1,1461.0,0,1,0,1,0,1,0,0,0,21
232,144000,2015,1584,66900,2,1995.0,0,0,1,1,0,1,0,0,0,23
233,21000,2019,2563,184000,1,1498.0,0,0,1,1,0,1,0,0,0,1
234,65000,2018,2019,152102,1,1395.0,0,0,1,1,0,0,1,0,0,27
235,110000,2017,1424,77000,2,1591.0,0,0,1,1,0,1,0,0,0,35
236,180000,2014,1424,55000,2,1598.0,0,0,1,1,0,0,1,0,0,12
237,14200,2021,1235,72900,2,1197.0,0,0,1,1,0,1,0,0,0,13
238,115000,2016,1424,59900,2,1197.0,0,0,1,1,0,1,0,0,0,27
239,90320,2020,1835,120900,1,1499.0,0,1,0,1,0,1,0,0,0,31
240,59000,2019,2019,122000,2,1591.0,0,0,1,1,0,1,0,0,0,35
241,112000,2018,1102,53000,2,1198.0,0,0,1,1,0,0,1,0,0,21
242,30000,2019,3357,243000,2,1991.0,0,0,1,1,0,0,1,0,0,0
244,33715,2020,1235,71900,1,1248.0,0,0,1,1,0,1,0,0,0,35
245,109000,2018,1604,92000,2,1395.0,0,0,1,1,0,1,0,0,0,25
246,65766,2020,1529,97900,1,998.0,0,0,1,1,0,1,0,0,0,35
247,79000,2018,2019,109900,2,1395.0,0,0,1,1,0,1,0,0,0,1
248,27962,2021,1811,127900,1,1999.0,0,0,1,1,0,1,0,0,0,35
249,33434,2020,1604,104900,1,998.0,0,0,1,1,0,1,0,0,0,35
250,135000,2017,2019,105000,2,1998.0,0,0,1,1,0,1,0,0,0,19
251,64000,2020,2130,111900,1,1598.0,0,1,0,1,0,0,0,0,1,35
252,16710,2020,1235,75900,1,1197.0,0,0,1,1,0,1,0,0,0,13
253,105000,2019,2019,109000,1,1499.0,0,1,0,1,0,1,0,0,0,31
254,7000,2022,1235,92900,1,998.0,0,0,1,1,0,1,0,0,0,12
255,105000,2019,1835,112000,1,1798.0,0,0,1,1,0,1,0,0,0,12
256,118000,2017,2019,99900,1,1998.0,0,0,1,1,0,0,1,0,0,17
257,93000,2018,1102,59900,1,1248.0,0,0,1,1,0,0,1,0,0,13
258,505,2023,2417,217000,1,1598.0,0,0,1,1,0,1,0,0,0,13
259,505,2023,2417,217000,1,1598.0,0,0,1,1,0,1,0,0,0,13
260,505,2023,2417,217000,1,1598.0,0,0,1,1,0,1,0,0,0,13
261,505,2023,2417,217000,1,1598.0,0,0,1,1,0,1,0,0,0,13
262,505,2023,2417,217000,1,1598.0,0,0,1,1,0,1,0,0,0,13
263,14527,2022,2130,172000,1,1999.0,0,0,1,1,0,1,0,0,0,35
264,14000,2021,4731,300000,1,1995.0,0,0,1,1,0,1,0,0,0,7
265,45000,2017,1102,45000,1,1199.0,0,0,1,1,0,1,0,0,0,31
266,135000,2017,2019,89900,2,1998.0,0,0,1,1,0,0,1,0,0,19
267,91600,2017,1962,95800,1,1991.0,0,0,1,1,0,0,0,0,1,3
268,161000,2010,1508,45000,1,1798.0,0,0,1,1,0,1,0,0,0,1
269,93025,2017,1102,57900,1,1242.0,0,0,1,1,0,1,0,0,0,24
270,192000,2013,1424,29900,2,1591.0,0,0,1,1,0,0,1,0,0,13
271,56000,2021,4731,275000,3,1998.0,1,0,1,1,0,0,1,0,0,6
272,185000,2013,1262,37900,2,1591.0,0,0,1,1,0,0,1,0,0,13
273,47213,2018,2019,121900,1,1999.0,0,0,1,1,0,1,0,0,0,13
274,59409,2019,1102,73900,1,1242.0,0,0,1,1,0,1,0,0,0,24
275,39000,2020,2130,119000,1,1999.0,0,0,1,1,0,1,0,0,0,13
276,67000,2018,1102,44900,2,898.0,0,0,1,1,0,1,0,0,0,8
277,37275,2019,2019,122900,1,1591.0,0,0,1,1,0,1,0,0,0,35
278,122000,2015,1424,66000,1,1598.0,0,0,1,1,0,0,1,0,0,12
279,100000,2017,1604,76000,1,1580.0,0,0,1,1,0,1,0,0,0,13
280,78691,2017,1584,93900,1,1999.0,0,0,1,1,0,1,0,0,0,35
281,40345,2019,1102,78900,1,1248.0,0,0,1,1,0,1,0,0,0,35
282,51000,2018,2019,110900,1,1591.0,0,0,1,1,0,1,0,0,0,35
283,87000,2020,1353,89900,1,998.0,0,0,1,1,0,0,0,0,1,35
284,10012,2021,1235,79000,1,1197.0,0,0,1,1,0,0,0,0,1,35
285,58000,2018,2019,119900,2,1598.0,0,0,1,1,0,1,0,0,0,31
286,105000,2015,1424,29900,2,1364.0,0,0,1,1,0,0,1,0,0,2
287,105000,2018,1604,96900,1,1580.0,0,0,1,1,0,1,0,0,0,35
288,3000,2021,1235,80000,2,1197.0,0,0,1,1,0,1,0,0,0,35
289,66182,2019,1835,112900,1,1999.0,0,0,1,1,0,1,0,0,0,35
290,130000,2017,1424,88900,1,1580.0,0,0,1,1,0,1,0,0,0,35
291,140000,2016,1693,98000,2,1998.0,0,0,1,1,0,1,0,0,0,19
292,83000,2018,1102,39900,1,1198.0,0,0,1,1,0,1,0,0,0,21
293,135000,2019,2019,113000,1,1997.0,0,1,0,0,1,1,0,0,0,26
294,200000,2013,1693,57900,3,1998.0,0,0,1,1,0,1,0,0,0,17
295,94000,2016,985,35000,2,1199.0,0,0,1,1,0,1,0,0,0,31
296,164000,2016,1205,44900,2,1368.0,0,0,1,1,0,0,1,0,0,13
297,49600,2020,1529,87900,1,998.0,0,0,1,1,0,1,0,0,0,35
298,38158,2018,1102,74900,1,1248.0,0,0,1,1,0,1,0,0,0,35
299,71000,2017,1604,94998,1,1197.0,0,0,1,1,0,1,0,0,0,21
300,67000,2016,1424,64900,2,1598.0,0,0,1,1,0,1,0,0,0,12
301,40000,2020,1235,79900,1,999.0,0,0,1,1,0,1,0,0,0,21
302,156000,2019,1604,89900,1,1798.0,0,0,1,1,0,0,1,0,0,12
303,104870,2018,2019,112640,1,1998.0,0,0,1,1,0,0,1,0,0,19
304,67002,2018,2019,109900,1,1499.0,0,0,1,1,0,1,0,0,0,19
305,15000,2022,4731,290000,1,3604.0,0,0,1,1,0,1,0,0,0,7
306,67400,2020,2019,127900,1,1591.0,0,0,1,1,0,1,0,0,0,35
307,26000,2021,2130,118900,1,1341.0,0,0,1,1,0,1,0,0,0,37
308,110000,2010,1262,13000,3,1598.0,0,0,1,1,0,1,0,0,0,31
309,170000,2008,1262,18000,2,1598.0,0,0,1,1,0,1,0,0,0,17
310,210000,2015,985,39000,1,1248.0,0,0,1,1,0,1,0,0,0,35
311,505,2023,4731,450000,1,2487.0,0,0,1,1,0,1,0,0,0,12
312,40000,2021,3366,193000,2,1499.0,0,0,1,1,0,1,0,0,0,6
313,70000,2017,1962,95000,1,1499.0,0,0,1,1,0,1,0,0,0,6
314,136103,2016,1424,73900,2,1591.0,0,0,1,1,0,1,0,0,0,35
315,90040,2021,2417,138900,1,1499.0,0,1,0,1,0,1,0,0,0,31
316,82500,2021,2417,148000,1,1498.0,0,0,1,1,0,0,1,0,0,27
317,121000,2017,1604,59990,1,1364.0,0,0,1,1,0,1,0,0,0,37
318,86000,2018,1353,79900,2,999.0,0,0,1,1,0,1,0,0,0,25
319,21657,2021,2417,152900,1,1998.0,0,0,1,1,0,1,0,0,0,17
320,67167,2017,1584,101900,1,1999.0,0,0,1,1,0,1,0,0,0,13
321,3000,2022,1811,145000,1,1490.0,0,0,1,1,0,1,0,0,0,12
322,12000,2021,1811,95900,3,1373.0,0,0,1,1,0,1,0,0,0,24
323,140000,2018,1604,59900,1,1798.0,0,0,1,1,0,0,1,0,0,21
324,159000,2016,1424,25900,2,1199.0,0,0,1,1,0,0,1,0,0,31
325,48660,2021,1811,127900,1,1999.0,0,0,1,1,0,1,0,0,0,35
326,140000,2016,1584,63900,2,1197.0,0,0,1,1,0,0,0,1,0,21
327,62000,2019,1835,106000,1,1999.0,0,0,1,1,0,0,1,0,0,13
328,59776,2019,3357,184900,1,1595.0,0,0,1,1,0,1,0,0,0,20
329,29000,2022,2417,199000,1,2487.0,0,0,1,1,0,1,0,0,0,12
330,150000,2017,1604,55000,1,1798.0,0,0,1,1,0,0,1,0,0,21
331,67000,2016,1205,66000,1,1329.0,0,0,1,1,0,0,1,0,0,12
332,78000,2020,1604,97000,1,1461.0,0,1,0,1,0,0,1,0,0,36
333,505,2023,1811,165000,1,1498.0,0,0,1,1,0,1,0,0,0,27
334,505,2023,4731,415000,1,3456.0,0,0,1,1,0,1,0,0,0,15
336,41000,2020,3366,185000,3,1595.0,0,0,1,1,0,0,1,0,0,20
337,505,2023,4731,340000,1,1332.0,1,0,1,1,0,1,0,0,0,20
338,12000,2022,4731,370000,3,1496.0,0,0,1,1,0,1,0,0,0,0
339,505,2023,4731,482000,1,2755.0,0,1,0,1,0,1,0,0,0,12
340,77037,2020,1102,78900,1,1248.0,0,0,1,1,0,1,0,0,0,35
341,9000,2022,3366,260000,2,1332.0,0,0,1,1,0,1,0,0,0,20
342,10840,2022,3366,237000,2,1998.0,0,0,1,1,0,0,0,0,1,6
344,1,2023,2417,187900,1,1998.0,0,0,1,1,0,0,0,0,1,17
345,9500,2022,1811,145000,1,1580.0,0,0,1,1,0,1,0,0,0,13
346,120000,2017,1604,79900,1,1580.0,0,0,1,1,0,0,1,0,0,35
347,82000,2017,1835,89900,2,1998.0,0,0,1,1,0,0,1,0,0,19
