,km,year,test_cost,price,num_of_hand,Engine_Size,electric,disel,gasoline,automatic,manual,private,leasing,rent,else,Manufacturer
7640,105000,2017,1835,115000,3,1798.0,0,0,1,1,0,1,0,0,0,12
7641,128000,2019,3357,430000,5,1997.0,1,0,1,1,0,1,0,0,0,14
7642,39000,2021,4731,281203,2,1998.0,0,0,1,1,0,1,0,0,0,6
7643,62000,2020,2563,188000,2,1984.0,0,0,1,1,0,1,0,0,0,27
7644,89000,2018,1604,79900,1,999.0,0,0,1,1,0,0,1,0,0,27
7645,77000,2018,1102,50900,1,1198.0,0,0,1,1,0,0,1,0,0,21
7646,505,2023,4731,410000,1,1496.0,0,0,1,1,0,1,0,0,0,0
7647,60000,2021,4731,305000,2,1998.0,1,0,1,1,0,1,0,0,0,6
7648,185000,2014,1584,40900,3,1362.0,0,0,1,1,0,1,0,0,0,37
7649,57794,2021,2417,154676,1,1332.0,0,0,1,1,0,0,0,0,1,21
7650,210000,2017,2019,64900,1,1997.0,0,1,0,0,1,1,0,0,0,26
7651,505,2023,3366,255000,1,1499.0,0,0,1,1,0,0,0,0,1,6
7652,505,2023,4731,340000,1,1332.0,0,0,1,1,0,1,0,0,0,0
7653,69000,2020,3366,157000,2,1984.0,0,0,1,1,0,1,0,0,0,1
7654,57000,2019,1835,109000,3,1998.0,0,0,1,1,0,0,1,0,0,17
7655,505,2023,3190,345000,1,1395.0,1,0,1,1,0,0,0,0,1,1
7656,199000,2017,1584,47000,2,1197.0,0,0,1,1,0,0,1,0,0,36
7658,505,2023,4731,340000,1,2755.0,0,1,0,1,0,1,0,0,0,12
7659,97000,2018,2563,130000,2,1798.0,0,0,1,1,0,1,0,0,0,28
7660,95000,2015,1962,89500,2,1798.0,0,0,1,1,0,1,0,0,0,1
7661,35000,2019,2019,139500,2,1498.0,0,0,1,1,0,1,0,0,0,1
7662,14527,2022,4731,440000,1,3604.0,0,0,1,1,0,1,0,0,0,7
7663,250000,2013,1424,26000,3,1339.0,0,0,1,1,0,0,1,0,0,10
7664,150000,2015,985,30000,3,1193.0,0,0,1,1,0,0,1,0,0,19
7665,105000,2013,1962,108000,3,1598.0,0,0,1,1,0,1,0,0,0,18
7666,80985,2019,1604,62953,1,1798.0,0,0,1,1,0,0,1,0,0,21
7667,113000,2020,2417,132500,2,1498.0,0,0,1,1,0,1,0,0,0,27
7668,505,2023,3190,430000,1,1984.0,0,0,1,1,0,0,0,0,1,1
7669,505,2023,3190,430000,1,1984.0,0,0,1,1,0,0,0,0,1,1
7671,505,2023,3366,292000,1,1332.0,0,0,1,1,0,1,0,0,0,20
7672,505,2023,2130,163930,1,1341.0,0,0,1,1,0,0,1,0,0,37
7673,194000,2017,2563,129900,3,1898.0,0,1,0,1,0,1,0,0,0,4
7674,92500,2014,1962,86000,2,1984.0,0,0,1,1,0,1,0,0,0,1
7675,46000,2018,2019,115000,1,1560.0,0,1,0,1,0,1,0,0,0,31
7676,229000,2017,3357,174999,1,1984.0,0,0,1,1,0,1,0,0,0,1
7677,90000,2017,2563,110000,2,1991.0,0,0,1,1,0,1,0,0,0,3
7678,10,2022,2417,205000,1,1598.0,0,0,1,1,0,0,0,0,1,13
7679,119000,2018,3357,182000,2,3649.0,0,0,1,1,0,1,0,0,0,33
7680,90000,2017,2563,240000,3,3604.0,0,0,1,1,0,1,0,0,0,7
7682,82000,2019,2019,169000,1,1968.0,0,1,0,1,0,1,0,0,0,27
7683,505,2023,1955,178900,1,1998.0,0,0,1,1,0,0,0,0,1,17
7684,505,2023,4731,469307,1,1496.0,0,0,1,1,0,1,0,0,0,0
7685,10900,2022,4731,430000,2,1991.0,0,0,1,1,0,1,0,0,0,0
7686,85000,2019,2019,128000,1,1998.0,0,0,1,1,0,0,1,0,0,19
7687,122000,2016,985,27900,2,998.0,0,0,1,1,0,0,0,0,1,31
7688,505,2023,3366,297000,1,1395.0,1,0,1,1,0,0,0,0,1,25
7691,68000,2020,1529,80000,3,1497.0,0,0,1,1,0,0,1,0,0,12
7692,100000,2018,3357,239900,2,1998.0,0,0,1,1,0,1,0,0,0,6
7694,170000,2013,1693,29900,3,1999.0,0,0,1,1,0,1,0,0,0,29
7695,140000,2009,880,21000,5,1248.0,0,0,1,1,0,1,0,0,0,13
7696,505,2023,3190,415000,1,1984.0,0,0,1,1,0,0,0,0,1,1
7697,505,2023,3190,415000,1,1984.0,0,0,1,1,0,0,0,0,1,1
7698,89000,2017,2019,94999,2,1998.0,0,0,1,1,0,1,0,0,0,17
7699,70000,2018,3357,150000,3,1984.0,0,0,1,1,0,1,0,0,0,1
7700,505,2023,1367,158900,1,1490.0,0,0,1,1,0,0,0,0,1,12
7701,505,2023,1367,158900,1,1490.0,0,0,1,1,0,0,0,0,1,12
7702,54000,2020,1529,100000,1,1368.0,0,0,1,1,0,1,0,0,0,35
7703,95000,2019,1604,95000,2,1499.0,0,1,0,0,1,1,0,0,0,26
7706,94000,2018,2563,129000,2,1499.0,0,0,1,1,0,1,0,0,0,6
7707,29000,2019,1102,76000,2,1248.0,0,0,1,1,0,0,1,0,0,35
7708,150906,2020,1835,87203,1,1598.0,0,1,0,1,0,0,1,0,0,35
7709,111000,2016,1962,138000,2,2359.0,0,0,1,1,0,1,0,0,0,35
7710,13000,2021,4731,415000,1,1991.0,1,0,1,1,0,1,0,0,0,0
7711,92000,2014,2397,158000,2,3604.0,0,0,1,1,0,1,0,0,0,7
7712,57000,2021,4731,270000,3,1998.0,1,0,1,1,0,1,0,0,0,6
7713,149000,2017,2563,147000,2,1984.0,0,0,1,1,0,1,0,0,0,27
7714,135000,2017,2019,88000,3,1999.0,0,0,1,1,0,1,0,0,0,13
7715,2500,2022,4731,383150,2,1498.0,1,0,1,1,0,1,0,0,0,14
7716,115000,2019,2563,193000,1,1984.0,0,0,1,1,0,1,0,0,0,27
7717,45000,2021,2417,159000,2,1498.0,0,0,1,1,0,0,0,0,1,27
7718,82000,2017,1835,98000,2,1197.0,0,0,1,1,0,1,0,0,0,28
7719,193000,2013,1693,65000,2,1998.0,0,0,1,1,0,1,0,0,0,19
7720,200000,2011,1726,98000,2,3604.0,0,0,1,1,0,1,0,0,0,7
7721,94777,2019,1604,93000,1,999.0,0,0,1,1,0,0,1,0,0,27
7722,190000,2018,1604,62000,3,1560.0,0,1,0,0,1,1,0,0,0,26
7723,166000,2016,1693,74900,2,1798.0,0,0,1,1,0,1,0,0,0,27
7724,190000,2016,1693,116500,2,2499.0,0,1,0,0,1,0,1,0,0,4
7725,79000,2018,2563,170000,1,1984.0,0,0,1,1,0,1,0,0,0,1
7726,175000,2016,1424,75999,4,1591.0,0,0,1,1,0,0,1,0,0,35
7727,125000,2017,3357,252103,5,2996.0,0,0,1,1,0,0,1,0,0,0
7728,50000,2018,2563,140000,3,1395.0,1,0,1,1,0,1,0,0,0,1
7729,123000,2015,1962,79000,2,3564.0,0,0,1,1,0,0,1,0,0,37
7730,71000,2016,2563,119000,2,1798.0,0,0,1,1,0,1,0,0,0,1
7731,120000,2014,1424,15000,2,1598.0,0,0,1,1,0,1,0,0,0,31
7732,19000,2021,4731,490000,1,1991.0,0,0,1,1,0,1,0,0,0,0
7733,64000,2020,4731,395000,1,1991.0,1,0,1,1,0,1,0,0,0,0
7734,152000,2018,1604,59900,2,1197.0,0,0,1,1,0,1,0,0,0,36
7735,14527,2022,1811,155000,1,999.0,0,0,1,1,0,1,0,0,0,21
7736,14527,2022,4731,405000,1,1998.0,0,0,1,1,0,1,0,0,0,6
7737,57000,2021,4731,305000,2,3649.0,0,0,1,1,0,1,0,0,0,33
7738,72000,2016,1962,125000,2,1395.0,0,0,1,1,0,1,0,0,0,1
7739,99000,2019,1102,67000,2,1248.0,0,0,1,1,0,1,0,0,0,35
7740,154000,2018,2019,62000,1,1598.0,0,0,1,1,0,0,1,0,0,26
7741,14527,2022,4731,445000,1,1995.0,0,0,1,1,0,1,0,0,0,7
7742,97500,2019,1604,115000,2,1798.0,0,0,1,1,0,0,1,0,0,12
7743,100000,2016,1835,96000,3,1798.0,0,0,1,0,1,1,0,0,0,28
7744,14527,2022,3392,169900,1,1490.0,0,0,1,1,0,0,0,0,1,12
7745,40700,2020,2130,119800,1,1498.0,0,0,1,1,0,1,0,0,0,28
7746,160000,2011,1074,32900,2,1329.0,0,0,1,1,0,1,0,0,0,12
7747,80000,2018,3357,188000,1,1998.0,0,0,1,1,0,1,0,0,0,6
7748,92000,2018,1604,105000,1,1580.0,0,0,1,1,0,1,0,0,0,35
7749,230000,2016,1424,68000,1,1598.0,0,0,1,1,0,1,0,0,0,12
7750,100000,2018,1604,135000,1,1798.0,0,0,1,1,0,1,0,0,0,12
7751,127000,2016,1584,110000,1,1998.0,0,0,1,1,0,1,0,0,0,19
7752,130000,2016,1424,70000,1,1496.0,0,0,1,1,0,1,0,0,0,17
7753,140000,2016,2397,219000,2,1991.0,0,0,1,1,0,1,0,0,0,0
7754,175000,2012,1262,21999,2,1596.0,0,0,1,1,0,0,1,0,0,29
7755,14527,2022,2593,265000,1,2497.0,0,0,1,1,0,0,0,0,1,35
7757,14527,2022,3366,300000,1,1499.0,1,0,1,1,0,1,0,0,0,6
7758,14527,2022,4731,450000,1,1998.0,0,0,1,1,0,1,0,0,0,6
7759,6000,2022,4731,384997,1,3604.0,0,0,1,1,0,1,0,0,0,7
7761,84405,2018,3357,387903,2,3445.0,0,0,1,1,0,1,0,0,0,15
7762,61000,2019,3357,305000,1,1998.0,1,0,1,1,0,1,0,0,0,6
7763,12000,2021,2130,149000,3,1461.0,0,1,0,1,0,1,0,0,0,21
7764,85000,2019,1604,98000,2,1998.0,0,0,1,1,0,1,0,0,0,17
7765,103000,2018,1604,83500,1,1461.0,0,1,0,1,0,0,0,0,1,36
7766,164000,2011,1427,33000,4,1368.0,0,0,1,1,0,1,0,0,0,30
7767,245000,2010,1508,60000,2,3700.0,0,0,1,1,0,1,0,0,0,7
7768,45000,2019,2417,105000,1,1598.0,0,0,1,1,0,0,1,0,0,31
7769,505,2023,3362,284900,1,2261.0,0,0,1,1,0,0,0,0,1,29
7770,120000,2016,1424,29000,3,1598.0,0,0,1,1,0,1,0,0,0,31
7771,11000,2022,2417,155000,1,2488.0,0,0,1,1,0,1,0,0,0,17
7772,125000,2018,2019,135000,1,2494.0,0,0,1,1,0,1,0,0,0,12
7773,27000,2021,3366,220000,1,1995.0,0,0,1,1,0,1,0,0,0,5
7774,144000,2016,985,35000,3,1199.0,0,0,1,1,0,1,0,0,0,31
7775,120000,2015,1205,33000,4,1197.0,0,0,1,1,0,1,0,0,0,27
7776,505,2023,1811,139000,1,998.0,0,0,1,1,0,0,0,0,1,13
7777,505,2023,3190,439900,1,1984.0,0,0,1,1,0,0,0,0,1,1
7778,135000,2012,1427,45000,2,1998.0,0,0,1,1,0,1,0,0,0,35
7779,160000,2008,1262,10999,3,1994.0,0,0,1,1,0,1,0,0,0,23
7780,132000,2020,1604,109000,1,1798.0,0,0,1,1,0,0,1,0,0,12
7781,132000,2019,1604,83000,2,1591.0,0,0,1,1,0,0,1,0,0,13
7782,505,2023,3190,155000,1,1490.0,0,0,1,1,0,0,0,0,1,12
7783,150000,2011,1427,50000,1,1999.0,0,0,1,1,0,1,0,0,0,17
7784,95000,2016,1424,75000,4,1591.0,0,0,1,1,0,0,1,0,0,35
7785,20395,2020,2417,137900,1,1199.0,0,0,1,1,0,1,0,0,0,31
7786,65000,2018,3357,218000,2,1984.0,0,0,1,1,0,1,0,0,0,1
7787,58000,2013,1424,22770,3,1598.0,0,0,1,1,0,1,0,0,0,37
7788,68000,2018,1604,100000,1,988.0,0,0,1,1,0,1,0,0,0,10
7789,50000,2019,2563,195000,2,1498.0,0,0,1,1,0,1,0,0,0,1
7790,79000,2016,1424,100000,1,1364.0,0,0,1,1,0,1,0,0,0,37
7791,52924,2020,1835,116303,1,1332.0,0,0,1,1,0,0,1,0,0,21
7792,505,2023,2593,247000,1,1598.0,0,0,1,1,0,0,0,0,1,35
7793,90059,2020,1835,101753,1,1332.0,0,0,1,1,0,0,0,1,0,21
7794,139000,2019,1604,85000,1,1580.0,0,0,1,1,0,0,1,0,0,13
7795,88000,2019,1353,73000,1,1598.0,0,0,1,1,0,1,0,0,0,21
7796,60000,2020,1529,89900,1,999.0,0,0,1,1,0,1,0,0,0,25
7798,150000,2009,1369,150000,2,1339.0,0,0,1,1,0,1,0,0,0,10
7799,182000,2021,3366,172000,1,2268.0,0,1,0,1,0,0,0,0,1,19
7801,152926,2017,1604,69000,1,1395.0,0,0,1,1,0,1,0,0,0,27
7802,127000,2016,1424,59999,2,999.0,0,0,1,1,0,0,0,0,1,1
7803,35000,2020,1529,85900,1,1368.0,0,0,1,1,0,1,0,0,0,35
7805,505,2023,1955,179990,1,1998.0,0,0,1,1,0,0,0,0,1,17
7806,210000,2014,1962,49900,2,1995.0,0,1,0,0,1,1,0,0,0,36
7807,64000,2018,3357,195900,2,2987.0,0,1,0,1,0,1,0,0,0,7
7808,505,2023,2130,158110,1,1598.0,0,0,1,1,0,0,1,0,0,32
7809,50000,2018,3357,405000,3,1991.0,0,0,1,1,0,1,0,0,0,20
7810,63440,2020,2130,111550,1,1461.0,0,1,0,1,0,0,0,1,0,21
7811,35000,2019,3357,220000,1,1998.0,0,0,1,1,0,1,0,0,0,6
7812,246000,2010,1508,33000,1,1995.0,0,0,1,1,0,1,0,0,0,6
7813,47000,2021,4731,392000,1,1984.0,1,0,1,1,0,0,0,0,1,1
7814,138000,2017,2563,116000,3,2494.0,0,0,1,1,0,1,0,0,0,15
7815,130000,2016,1962,86000,3,3564.0,0,0,1,1,0,1,0,0,0,33
7816,134000,2017,3357,149000,2,1969.0,0,0,1,1,0,1,0,0,0,11
7817,81794,2020,1835,101850,1,1461.0,0,1,0,1,0,0,1,0,0,21
7818,505,2023,1811,155000,1,1490.0,0,0,1,1,0,0,0,0,1,12
7820,38000,2022,4731,499000,2,2993.0,0,1,0,1,0,1,0,0,0,6
7821,120000,2016,985,100000,1,1399.0,0,0,1,1,0,1,0,0,0,37
7822,240000,2012,1508,61000,1,1984.0,0,0,1,1,0,1,0,0,0,1
7823,505,2023,1529,117900,1,1199.0,0,0,1,1,0,1,0,0,0,2
7824,66000,2020,1235,65900,2,1193.0,0,0,1,1,0,0,1,0,0,19
7825,141000,2016,1424,63000,1,1591.0,0,0,1,1,0,0,1,0,0,13
7826,505,2023,1235,92000,1,1197.0,0,0,1,1,0,0,0,0,1,35
7827,505,2023,1235,92000,1,1197.0,0,0,1,1,0,0,0,0,1,35
7828,90000,2019,2563,155103,1,1969.0,0,0,1,1,0,1,0,0,0,11
7829,23000,2022,4731,440000,1,2755.0,0,1,0,1,0,1,0,0,0,12
7831,40000,2020,3366,279900,2,3649.0,0,0,1,1,0,1,0,0,0,37
7832,505,2023,2064,190000,1,1798.0,0,0,1,1,0,0,0,0,1,12
7833,119000,2011,1726,78000,3,3456.0,0,0,1,1,0,1,0,0,0,15
7834,60000,2021,2130,101000,1,1499.0,0,1,0,1,0,1,0,0,0,2
7835,505,2023,2130,180000,1,1998.0,0,0,1,1,0,1,0,0,0,17
7836,505,2023,2130,180000,1,1998.0,0,0,1,1,0,1,0,0,0,17
7837,24000,2021,3366,218000,2,1998.0,0,0,1,1,0,1,0,0,0,13
7838,11000,2022,2417,172000,1,1499.0,0,1,0,1,0,1,0,0,0,31
7839,136000,2017,1693,68000,1,1490.0,0,0,1,1,0,1,0,0,0,37
7840,505,2023,2417,185000,1,1341.0,0,0,1,1,0,1,0,0,0,37
7841,38000,2018,1102,41900,1,998.0,0,0,1,1,0,1,0,0,0,26
7842,505,2023,3366,350000,1,1498.0,0,0,1,1,0,0,0,0,1,1
7844,505,2023,4731,350000,1,1332.0,0,0,1,1,0,1,0,0,0,0
7845,505,2023,4731,370000,1,1498.0,0,0,1,1,0,1,0,0,0,14
7846,10000,2022,4731,449000,1,1998.0,1,0,1,1,0,1,0,0,0,6
7847,147000,2017,3357,174700,1,1995.0,0,0,1,1,0,1,0,0,0,5
7848,156000,2013,2397,133900,3,2967.0,0,1,0,1,0,1,0,0,0,1
7849,80000,2019,3366,189900,5,1984.0,0,0,1,1,0,1,0,0,0,27
7850,505,2023,4321,379000,1,2261.0,0,0,1,1,0,0,0,0,1,29
7851,20000,2021,1811,99900,1,1199.0,0,0,1,1,0,1,0,0,0,2
7856,505,2023,4731,472395,1,1998.0,1,0,1,1,0,0,0,0,1,6
7857,505,2023,3190,450450,1,1998.0,1,0,1,1,0,0,0,0,1,6
7858,86758,2019,3357,209900,1,1999.0,0,1,0,1,0,1,0,0,0,14
7859,158000,2009,880,21000,2,1248.0,0,0,1,1,0,1,0,0,0,13
7860,36000,2020,1235,79000,2,1248.0,0,0,1,1,0,1,0,0,0,35
7861,505,2023,1811,159000,1,1490.0,0,0,1,1,0,1,0,0,0,12
7862,2000,2022,1811,180000,2,1798.0,0,0,1,1,0,1,0,0,0,12
7863,66000,2020,2563,209000,1,2487.0,0,0,1,1,0,1,0,0,0,12
7864,4000,2022,2417,239000,2,2487.0,0,0,1,1,0,1,0,0,0,12
7865,10000,2022,4731,370000,2,2755.0,0,1,0,1,0,1,0,0,0,12
7866,22000,2022,3366,278000,2,1499.0,1,0,1,1,0,1,0,0,0,6
7867,101000,2017,2019,104760,2,1998.0,0,0,1,1,0,1,0,0,0,17
7868,142000,2019,2563,135000,2,1898.0,0,1,0,0,1,1,0,0,0,4
7869,2,2023,2130,159000,1,1995.0,0,0,1,1,0,0,0,0,1,23
7870,505,2023,2417,212000,1,1798.0,0,0,1,1,0,0,0,0,1,12
7871,142410,2019,1604,77900,2,1461.0,0,1,0,1,0,1,0,0,0,36
7873,22000,2021,4731,249900,2,1332.0,0,0,1,1,0,1,0,0,0,20
7874,211000,2012,1262,12900,2,1598.0,0,0,1,1,0,0,1,0,0,26
7875,155000,2016,1424,54000,2,1197.0,0,0,1,1,0,0,1,0,0,27
7876,129000,2015,1424,45900,2,1798.0,0,0,1,1,0,0,1,0,0,10
7877,252000,2009,1369,19900,3,1991.0,0,1,0,1,0,1,0,0,0,13
7878,122000,2018,2019,109900,2,1560.0,0,1,0,1,0,0,1,0,0,31
7879,140000,2013,1962,65000,2,3497.0,0,0,1,1,0,1,0,0,0,29
7880,170000,2013,1693,35000,2,1998.0,0,0,1,1,0,1,0,0,0,37
7881,50000,2021,2417,194500,1,1498.0,0,0,1,1,0,1,0,0,0,27
7882,100000,2017,1835,94500,1,1798.0,0,0,1,1,0,1,0,0,0,27
7883,95000,2017,1693,116500,2,1598.0,0,1,0,1,0,1,0,0,0,21
7884,195000,2016,2563,98500,2,1969.0,0,0,1,1,0,1,0,0,0,11
7885,22000,2021,2130,158500,2,1998.0,0,0,1,1,0,1,0,0,0,17
7886,130000,2016,1693,109500,1,1999.0,0,0,1,1,0,1,0,0,0,13
7887,107000,2012,880,18000,1,996.0,0,0,1,0,1,1,0,0,0,24
7888,71000,2019,2019,144500,1,1999.0,0,0,1,1,0,1,0,0,0,13
7889,22000,2021,2417,177000,1,1598.0,0,0,1,1,0,1,0,0,0,13
7890,260000,2014,1424,19990,2,1362.0,0,0,1,1,0,1,0,0,0,37
7891,129000,2018,2563,190000,1,1968.0,0,1,0,1,0,1,0,0,0,27
7892,158000,2012,1424,30000,2,1368.0,0,0,1,1,0,0,1,0,0,30
7893,52000,2020,3366,172000,2,1984.0,0,0,1,1,0,1,0,0,0,1
7895,505,2023,3366,269000,1,1969.0,0,0,1,1,0,1,0,0,0,11
7896,78000,2019,3357,359900,1,1991.0,0,0,1,1,0,1,0,0,0,0
7897,150000,2011,1074,17400,4,1242.0,0,0,1,1,0,1,0,0,0,30
7898,505,2023,2417,169750,1,1341.0,0,0,1,1,0,0,1,0,0,37
7899,110000,2017,2563,91000,2,3564.0,0,0,1,1,0,1,0,0,0,37
7900,14527,2022,4731,430000,1,3604.0,0,0,1,1,0,1,0,0,0,7
7901,505,2023,3366,269000,1,2497.0,0,0,1,1,0,1,0,0,0,35
7902,505,2023,3366,269000,1,2497.0,0,0,1,1,0,1,0,0,0,35
7903,95000,2018,2019,104000,2,1969.0,0,0,1,1,0,1,0,0,0,11
7904,240000,2013,1508,40000,2,1968.0,0,1,0,1,0,0,0,0,1,28
7905,115000,2013,1962,59000,2,3497.0,0,0,1,1,0,1,0,0,0,29
7908,114000,2019,1102,68900,2,1248.0,0,0,1,1,0,0,1,0,0,35
7909,78000,2017,2563,149999,2,1998.0,0,0,1,1,0,1,0,0,0,6
7910,505,2023,3190,330000,1,2261.0,0,0,1,1,0,0,0,0,1,29
7911,145000,2017,3357,130000,2,1997.0,0,0,1,1,0,1,0,0,0,6
7913,159000,2010,1508,23000,3,2198.0,0,0,1,1,0,1,0,0,0,5
7915,130000,2018,1604,88000,1,1461.0,0,1,0,1,0,1,0,0,0,36
7916,179000,2015,1962,85000,2,1598.0,0,0,1,1,0,1,0,0,0,6
7917,48000,2018,1835,115000,1,999.0,0,0,1,1,0,1,0,0,0,1
7918,505,2023,3362,330000,1,2261.0,0,0,1,1,0,0,0,0,1,29
7919,129000,2015,1205,27900,2,1364.0,0,0,1,1,0,0,1,0,0,2
7920,14527,2022,3366,275000,1,1332.0,0,0,1,1,0,1,0,0,0,0
7921,180000,2014,1962,57900,4,1984.0,0,0,1,1,0,1,0,0,0,27
7922,220000,2014,2397,126900,1,2967.0,0,1,0,1,0,1,0,0,0,1
7923,125882,2017,1604,79000,2,1998.0,0,0,1,1,0,0,1,0,0,17
7924,111000,2017,1604,85000,3,1580.0,0,0,1,1,0,0,1,0,0,13
7925,24000,2020,1529,117000,1,999.0,0,0,1,1,0,1,0,0,0,25
7926,115000,2019,1835,110000,1,1598.0,0,1,0,1,0,0,1,0,0,35
7927,74000,2017,2563,99000,3,1984.0,0,0,1,1,0,1,0,0,0,1
7928,280000,2019,2417,178000,1,1950.0,0,1,0,1,0,1,0,0,0,20
7929,225000,2011,1508,74900,3,3604.0,0,0,1,1,0,1,0,0,0,7
7930,70000,2019,3357,220000,1,1984.0,0,0,1,1,0,0,0,0,1,1
7931,140000,2017,1604,47000,2,1399.0,0,0,1,1,0,0,1,0,0,2
7932,18000,2021,3366,252000,1,3649.0,0,0,1,1,0,1,0,0,0,37
7933,14527,2022,2417,275000,1,1984.0,0,0,1,1,0,1,0,0,0,27
7934,20000,2021,4731,310000,1,3604.0,0,0,1,1,0,1,0,0,0,7
7935,162000,2015,1693,85000,1,1998.0,0,0,1,1,0,0,0,0,1,19
7936,50000,2020,2019,149000,1,999.0,0,0,1,1,0,1,0,0,0,1
7937,75000,2016,1962,99900,3,1998.0,0,0,1,1,0,0,1,0,0,33
7938,63000,2018,1102,62000,1,1198.0,0,0,1,1,0,1,0,0,0,21
7939,114259,2019,1604,106000,1,1580.0,0,0,1,1,0,0,1,0,0,35
7940,200000,2010,1726,189000,3,2982.0,0,1,0,1,0,1,0,0,0,12
7941,60000,2020,2417,139900,1,1749.0,0,1,0,1,0,1,0,0,0,21
7942,150000,2017,1604,69990,3,1461.0,0,1,0,1,0,0,1,0,0,36
7943,140000,2014,2397,97000,3,1984.0,0,0,1,1,0,1,0,0,0,1
7944,220000,2009,1508,22900,4,1991.0,0,1,0,1,0,1,0,0,0,37
7945,190000,2016,1693,69000,1,1499.0,0,0,1,1,0,1,0,0,0,6
7946,176000,2011,1427,51900,1,1998.0,0,0,1,1,0,1,0,0,0,35
7947,95000,2016,985,34900,3,1242.0,0,0,1,1,0,1,0,0,0,30
7949,14527,2022,3392,279900,1,1395.0,1,0,1,1,0,0,0,0,1,1
7950,120000,2015,2397,145000,3,3497.0,0,0,1,1,0,1,0,0,0,29
7951,68000,2017,3357,189000,3,1984.0,0,0,1,1,0,1,0,0,0,1
7952,101000,2017,1205,66500,1,1496.0,0,0,1,1,0,1,0,0,0,17
7953,183000,2014,2397,118000,5,1984.0,0,0,1,1,0,1,0,0,0,1
7954,4000,2022,4731,500000,1,1991.0,1,0,1,1,0,1,0,0,0,0
7955,14527,2022,4731,340000,1,1496.0,0,0,1,1,0,1,0,0,0,20
7956,14000,2021,1529,93000,1,1197.0,0,0,1,1,0,1,0,0,0,24
7957,140000,2014,1205,26999,2,1364.0,0,0,1,1,0,1,0,0,0,2
7958,171000,2017,1604,88000,1,1580.0,0,0,1,1,0,1,0,0,0,13
7959,190000,2016,1424,72000,1,1598.0,0,0,1,1,0,1,0,0,0,12
7960,170000,2015,1424,65000,1,1395.0,0,0,1,1,0,1,0,0,0,27
7961,149000,2016,1424,66000,1,1591.0,0,0,1,1,0,1,0,0,0,13
7962,140000,2017,1604,85000,1,1395.0,0,0,1,1,0,1,0,0,0,27
7963,190000,2013,1424,55000,1,1591.0,0,0,1,1,0,1,0,0,0,13
7964,120000,2018,1835,130000,1,1999.0,0,0,1,1,0,1,0,0,0,13
7965,101000,2018,3357,267000,3,1997.0,1,0,1,1,0,1,0,0,0,6
7966,14527,2022,4731,425000,1,1998.0,0,0,1,1,0,1,0,0,0,6
7967,51000,2021,4731,320000,1,1499.0,1,0,1,1,0,1,0,0,0,6
7969,79000,2018,1102,69000,1,1399.0,0,0,1,1,0,1,0,0,0,37
7970,118000,2019,1353,59000,1,1461.0,0,1,0,1,0,0,1,0,0,36
7971,173000,2015,1424,43500,2,1591.0,0,0,1,1,0,0,0,0,1,35
7972,124000,2018,1604,84000,1,1461.0,0,1,0,1,0,0,0,0,1,36
7973,110000,2016,1584,65000,4,1598.0,0,0,1,0,1,1,0,0,0,31
7974,70000,2019,2563,169900,3,1998.0,0,0,1,1,0,1,0,0,0,6
7975,65000,2017,3357,329900,3,2979.0,0,0,1,1,0,1,0,0,0,16
7976,98000,2019,4731,369999,2,2996.0,0,0,1,1,0,1,0,0,0,0
7977,141000,2019,1604,95000,2,1496.0,0,0,1,1,0,1,0,0,0,17
7978,23000,2022,4731,370000,1,3604.0,0,0,1,1,0,1,0,0,0,7
7979,70000,2018,2563,145000,1,1499.0,0,0,1,1,0,1,0,0,0,6
7980,33000,2021,4731,245000,3,1998.0,1,0,1,1,0,1,0,0,0,6
7981,48000,2021,4731,400000,1,1991.0,1,0,1,1,0,1,0,0,0,0
7982,170000,2014,1424,150000,2,1496.0,0,0,1,1,0,0,1,0,0,17
7983,56567,2020,1353,102900,1,998.0,0,0,1,1,0,1,0,0,0,35
7984,78403,2020,1835,106603,1,1461.0,0,1,0,1,0,0,1,0,0,21
7985,130000,2019,1604,105000,1,1498.0,0,0,1,1,0,1,0,0,0,27
7987,22000,2021,3366,184300,3,1998.0,0,0,1,1,0,1,0,0,0,6
7988,150000,2011,1726,59900,2,1984.0,0,0,1,1,0,1,0,0,0,1
7989,122000,2017,1424,74999,1,1598.0,0,0,1,1,0,0,1,0,0,12
7990,42000,2020,2563,159900,3,1499.0,0,0,1,1,0,1,0,0,0,6
7991,123000,2011,1369,100000,3,1598.0,0,0,1,1,0,1,0,0,0,21
7992,124000,2019,2563,157000,2,2157.0,0,1,0,1,0,0,1,0,0,22
7993,58032,2020,1811,82353,1,1798.0,0,0,1,1,0,0,0,1,0,21
7994,80000,2018,1835,150000,1,1498.0,0,0,1,1,0,1,0,0,0,29
7995,49000,2019,1604,150000,1,1395.0,0,0,1,1,0,1,0,0,0,25
7996,61000,2021,4731,480000,1,1991.0,0,0,1,1,0,1,0,0,0,0
7997,102000,2020,2130,110000,1,1580.0,1,0,1,1,0,0,1,0,0,35
7998,505,2023,4731,307490,1,1969.0,0,0,1,1,0,0,1,0,0,11
7999,85000,2016,1835,87203,5,1798.0,0,0,1,1,0,0,1,0,0,25
8000,119800,2017,3357,244800,3,1991.0,1,0,1,1,0,1,0,0,0,0
8001,73175,2020,1604,122000,2,1798.0,0,0,1,1,0,1,0,0,0,12
